"work","title","publisher","date","uri","isbn"
"http://data.bnf.fr/ark:/12148/cb469491066#about","Gustav Klimt","Paris : Hazan jeunesse , DL 2021","2021","https://catalogue.bnf.fr/ark:/12148/cb469491066","978-2-7541-1235-2"
"http://data.bnf.fr/ark:/12148/cb400904593#about","Dans l'univers de Klimt","Paris : Belem éd. , DL 2005","2005","https://catalogue.bnf.fr/ark:/12148/cb400904593","2-915577-44-7"
"http://data.bnf.fr/ark:/12148/cb40177198m#about","Vienna 1900 : Klimt, Schiele, Moser, Kokoschka, [exhibition], Galeries nationales du Grand Palais, Paris, 3 October 2005-23 January 2006","Paris : Réunion des musées nationaux , impr. 2005","2005","https://catalogue.bnf.fr/ark:/12148/cb40177198m","2-7118-5003-X"
"http://data.bnf.fr/ark:/12148/cb356418022#about","Gustav Klimt und die Wiener Jahrhundertwende","Salzburg : Verl. Galerie Welz , 1977","1977","https://catalogue.bnf.fr/ark:/12148/cb356418022","3-85349-065-4"
"http://data.bnf.fr/ark:/12148/cb35659965c#about","Nach Klimt : Schriften zur Kunst in Österreich","Salzburg : Verl. Galerie Welz , cop. 1979","1979","https://catalogue.bnf.fr/ark:/12148/cb35659965c","3-85349-074-3"
"http://data.bnf.fr/ark:/12148/cb46855667v#about","Klimt : la secessione e l'Italia, [mostra al Palazzo Braschi, Rome, dal 26 Ottobre, 2021- 22  Marzo 2022]","Milano : Skira , 2021","2021","https://catalogue.bnf.fr/ark:/12148/cb46855667v","8857246574"
"http://data.bnf.fr/ark:/12148/cb46855667v#about","Klimt : la secessione e l'Italia, [mostra al Palazzo Braschi, Rome, dal 26 Ottobre, 2021- 22  Marzo 2022]","Milano : Skira , 2021","2021","https://catalogue.bnf.fr/ark:/12148/cb46855667v","9788857246574"
"http://data.bnf.fr/ark:/12148/cb42088346g#about","De la scène au tableau : David, Füssli, Klimt, Moreau, Lautrec, Degas, Vuillard, [exposition, Marseille, Musée Cantini, 6 octobre 2009-3 janvier 2010, Rovereto, Museo di arte moderna e contemporanea, 6 février-23 mai 2010, Toronto, Musée des beaux-arts de l'Ontario, 19 juin-26 septembre 2010]","Paris : Skira-Flammarion ; [Marseille] : MM ; [Rovereto] : MART [etc.] , DL 2009","2009","https://catalogue.bnf.fr/ark:/12148/cb42088346g","978-2-0812-3691-2"
"http://data.bnf.fr/ark:/12148/cb42411131f#about","Vienna 1900 : Klimt, Schiele, and their times, a total work of art, [exhibition, Fondation Beyeler, Basel, September 26, 2010 - January 16, 2011]","Ostfildern (Allemagne) : Hatje Cantz , cop. 2010","2010","https://catalogue.bnf.fr/ark:/12148/cb42411131f","3-7757-2685-3"
"http://data.bnf.fr/ark:/12148/cb42411131f#about","Vienna 1900 : Klimt, Schiele, and their times, a total work of art, [exhibition, Fondation Beyeler, Basel, September 26, 2010 - January 16, 2011]","Ostfildern (Allemagne) : Hatje Cantz , cop. 2010","2010","https://catalogue.bnf.fr/ark:/12148/cb42411131f","3-9056-3285-3"
"http://data.bnf.fr/ark:/12148/cb42411131f#about","Vienna 1900 : Klimt, Schiele, and their times, a total work of art, [exhibition, Fondation Beyeler, Basel, September 26, 2010 - January 16, 2011]","Ostfildern (Allemagne) : Hatje Cantz , cop. 2010","2010","https://catalogue.bnf.fr/ark:/12148/cb42411131f","978-3-7757-2685-6"
"http://data.bnf.fr/ark:/12148/cb42411131f#about","Vienna 1900 : Klimt, Schiele, and their times, a total work of art, [exhibition, Fondation Beyeler, Basel, September 26, 2010 - January 16, 2011]","Ostfildern (Allemagne) : Hatje Cantz , cop. 2010","2010","https://catalogue.bnf.fr/ark:/12148/cb42411131f","978-3-9056-3285-9"
"http://data.bnf.fr/ark:/12148/cb401077248#about","Le petit Klimt","Bruxelles : Kate' art édition ; Paris : Réunion des musées nationaux , 2005","2005","https://catalogue.bnf.fr/ark:/12148/cb401077248","2-930382-10-4"
"http://data.bnf.fr/ark:/12148/cb43462383n#about","Le petit Klimt","Bruxelles : Kate' art édition ; Paris : Réunion des musées nationaux , 2005","2005","https://catalogue.bnf.fr/ark:/12148/cb43462383n","2-930382-11-2"
"http://data.bnf.fr/ark:/12148/cb434627247#about","Le petit Klimt","Bruxelles : Kate' art édition ; Paris : Réunion des musées nationaux , 2005","2005","https://catalogue.bnf.fr/ark:/12148/cb434627247","2-930382-12-0"
"http://data.bnf.fr/ark:/12148/cb355410349#about","Klimt","[Paris] : Hazan , 1992","1992","https://catalogue.bnf.fr/ark:/12148/cb355410349","2-85025-292-1"
"http://data.bnf.fr/ark:/12148/cb369896514#about","Gustav Klimt, 1862-1918","Köln ; [Paris] : B. Taschen , cop. 1993","1993","https://catalogue.bnf.fr/ark:/12148/cb369896514","3-8228-9671-3"
"http://data.bnf.fr/ark:/12148/cb371857458#about","Gustav Klimt, 1862-1918","Köln ; London ; Paris [etc.] : Taschen , cop. 2000","2000","https://catalogue.bnf.fr/ark:/12148/cb371857458","3-8228-5940-0"
"http://data.bnf.fr/ark:/12148/cb40031957s#about","Gustav Klimt, 1862-1918","Paris : ""Le Monde"" ; Köln : Taschen , cop. 2005","2005","https://catalogue.bnf.fr/ark:/12148/cb40031957s","3-8228-4657-0"
"http://data.bnf.fr/ark:/12148/cb42543871w#about","Gustav Klimt, 1862-1918 : le monde comme une forme féminine","Köln ; Paris : Taschen , cop. 2011","2011","https://catalogue.bnf.fr/ark:/12148/cb42543871w","978-3-8365-3145-0"
"http://data.bnf.fr/ark:/12148/cb45044906h#about","Gustav Klimt, 1862-1918 : le monde comme une forme féminine","Köln ; [Paris] : Taschen , cop. 2016","2016","https://catalogue.bnf.fr/ark:/12148/cb45044906h","978-3-8365-5806-8"
"http://data.bnf.fr/ark:/12148/cb361714005#about","La vie et l'oeuvre de Klimt","[Nîmes] : Livre club , [1996]","1996","https://catalogue.bnf.fr/ark:/12148/cb361714005","2-84216-036-3"
"http://data.bnf.fr/ark:/12148/cb43758221k#about","Joseph Klimt","Saint-Denis : Édilivre , impr. 2013","2013","https://catalogue.bnf.fr/ark:/12148/cb43758221k","978-2-332-65442-7"
"http://data.bnf.fr/ark:/12148/cb43535850b#about","La moquette de Klimt : poèmes","Paris : Non lieu , DL 2012","2012","https://catalogue.bnf.fr/ark:/12148/cb43535850b","978-2-35270-133-0"
"http://data.bnf.fr/ark:/12148/cb437865984#about","Klimt et Vienne, un siècle d'or et de couleurs : Carrières de lumières, les Baux-de-Provence","[Issy-les-Moulineaux] : ""Beaux-arts"" éd.-[TTM éd.] , DL 2014","2014","https://catalogue.bnf.fr/ark:/12148/cb437865984","979-10-204-0069-7"
"http://data.bnf.fr/ark:/12148/cb45381290x#about","Klimt","[Paris] : Gallimard , DL 2017","2017","https://catalogue.bnf.fr/ark:/12148/cb45381290x","978-2-07-046270-4"
"http://data.bnf.fr/ark:/12148/cb458056759#about","Gustav Klimt","Paris : Larousse , DL 2019","2019","https://catalogue.bnf.fr/ark:/12148/cb458056759","978-2-03-597593-5"
"http://data.bnf.fr/ark:/12148/cb37711401f#about","Gustav Klimt : vers un renouvellement de la modernité","Paris : La Martinière , 2001","2001","https://catalogue.bnf.fr/ark:/12148/cb37711401f","2-7324-2782-9"
"http://data.bnf.fr/ark:/12148/cb45599356h#about","""Ver sacrum"" : la revue de la Sécession viennoise, 1898-1903, Gustav Klimt, Koloman Moser, Otto Wagner, Alfred Roller, Max Kurzweil, Joseph M. Olbrich, Josef Hoffmann","Paris : Skira , DL 2018","2018","https://catalogue.bnf.fr/ark:/12148/cb45599356h","978-2-37074-096-0"
"http://data.bnf.fr/ark:/12148/cb46545428p#about","À fleur de peau : Vienne 1900, de Klimt à Schiele et Kokoschka, [exposition, Lausanne, Musée cantonal des beaux-arts de Lausanne, 14 février-24 mai 2020]","Paris : Hazan ; Lausanne : Musée cantonal des beaux-arts , DL 2020","2020","https://catalogue.bnf.fr/ark:/12148/cb46545428p","978-2-7541-1138-6"
"http://data.bnf.fr/ark:/12148/cb40099022t#about","Gustav Klimt : disegni dalla collezione Sabarsky, [mostra, Torino, Pinacoteca Giovanni e Marella Agnelli, 29 gennaio-25 aprile 2004]","Torino : Ed. GAM , impr. 2004","2004","https://catalogue.bnf.fr/ark:/12148/cb40099022t","8-888103-29-5"
"http://data.bnf.fr/ark:/12148/cb34981230v#about","Gustav Klimt, Egon Schiele und die Familie Lederer","Bern : Galerie Kornfeld , 1987","1987","https://catalogue.bnf.fr/ark:/12148/cb34981230v","3-85773-016-1"
"http://data.bnf.fr/ark:/12148/cb34648820j#about","Gustav Klimt : dessins érotiques","Paris : Chêne , 1979","1979","https://catalogue.bnf.fr/ark:/12148/cb34648820j","2-85108-241-8"
"http://data.bnf.fr/ark:/12148/cb45773719w#about","Gustav Klimt","Toulouse : Milan , DL 2019","2019","https://catalogue.bnf.fr/ark:/12148/cb45773719w","978-2-408-01298-4"
"http://data.bnf.fr/ark:/12148/cb44282361j#about","Mélanie-A Turner-Klimt : ou la désespérance de l'art, kit théâtral","Paris : les Éditions Chapitre.com , DL 2015","2015","https://catalogue.bnf.fr/ark:/12148/cb44282361j","979-10-290-0204-5"
"http://data.bnf.fr/ark:/12148/cb41352505r#about","L'abbraccio di Vienna : Klimt, Schiele e i capolavori del Belvedere, [mostra, Como, Villa Olmo, 15 marzo - 20 luglio 2008]","Cinisello Balsamo (Milano) : Silvana , 2008","2008","https://catalogue.bnf.fr/ark:/12148/cb41352505r","978-88-366-1084-6"
"http://data.bnf.fr/ark:/12148/cb47240980k#about","Klimt : 50 chefs-d'oeuvre","[Vanves] : Hazan , DL 2020","2020","https://catalogue.bnf.fr/ark:/12148/cb47240980k","978-2-7541-1163-8"
"http://data.bnf.fr/ark:/12148/cb41348750c#about","Gustav Klimt : l'oeuvre peint","Paris : Citadelles et Mazenod , impr. 2008","2008","https://catalogue.bnf.fr/ark:/12148/cb41348750c","978-2-85088-252-4"
"http://data.bnf.fr/ark:/12148/cb412902429#about","Gustav Klimt : painting, design and modern life, [exhibition, Tate Liverpool, 30 May - 31 August 2008]","London : Tate gallery publishing , 2008","2008","https://catalogue.bnf.fr/ark:/12148/cb412902429","978-1-85437-735-7"
"http://data.bnf.fr/ark:/12148/cb42123137p#about","De la scène au tableau : David, Füssli, Klimt, Moreau, Lautrec, Degas, Vuillard..., [exposition, Marseille, Musée Cantini, 6 octobre 2009-3 janvier 2010, Rovereto, Museo di arte moderna e contemporanea, 6 février-23 mai 2010 , Toronto, Musée des beaux-arts de l'Ontario, 19 juin-26 septembre 2010]","Paris : Skira-Flammarion ; [Marseille] : MM ; [Rovereto] : MART [etc.] , DL 2009","2009","https://catalogue.bnf.fr/ark:/12148/cb42123137p","978-2-08-122944-0"
"http://data.bnf.fr/ark:/12148/cb42282542j#about","Gustav Klimt : dibuxos, 1879-1918, [exposicio, Barcelona, Fundacio La Caixa, 2008]","Barcelona : Fundacio La Caixa , DL 2008","2008","https://catalogue.bnf.fr/ark:/12148/cb42282542j","978-84-9900-001-5"
"http://data.bnf.fr/ark:/12148/cb45384548p#about","Klimt","Grenoble : Glénat , DL 2017","2017","https://catalogue.bnf.fr/ark:/12148/cb45384548p","978-2-344-00383-1"
"http://data.bnf.fr/ark:/12148/cb44458059b#about","Le gardien de l'arbre : Klimt","Futuroscope : Canopé éditions ; Saint-Pierre-des-Corps : l'Élan vert , DL 2015","2015","https://catalogue.bnf.fr/ark:/12148/cb44458059b","978-2-240-04290-3"
"http://data.bnf.fr/ark:/12148/cb44458059b#about","Le gardien de l'arbre : Klimt","Futuroscope : Canopé éditions ; Saint-Pierre-des-Corps : l'Élan vert , DL 2015","2015","https://catalogue.bnf.fr/ark:/12148/cb44458059b","978-2-24003-572-1"
"http://data.bnf.fr/ark:/12148/cb44458059b#about","Le gardien de l'arbre : Klimt","Futuroscope : Canopé éditions ; Saint-Pierre-des-Corps : l'Élan vert , DL 2015","2015","https://catalogue.bnf.fr/ark:/12148/cb44458059b","978-2-84455-365-2"
"http://data.bnf.fr/ark:/12148/cb44458059b#about","Le gardien de l'arbre : Klimt","Futuroscope : Canopé éditions ; Saint-Pierre-des-Corps : l'Élan vert , DL 2015","2015","https://catalogue.bnf.fr/ark:/12148/cb44458059b","978-2-84455-455-0"
"http://data.bnf.fr/ark:/12148/cb46689232b#about","De l'or dans la nuit de Vienne selon Klimt","Paris : HD, Ateliers Henry Dougier , DL 2021","2021","https://catalogue.bnf.fr/ark:/12148/cb46689232b","979-10-312-0274-7"
"http://data.bnf.fr/ark:/12148/cb357352192#about","Il disegno del nostro secolo : prima parte, da Klimt à Wols, [mostra, Milano, Fondazione Antonio Mazzotta, 11 aprile-10 luglio 1994]","Milano : Mazzotta , 1994-","1994","https://catalogue.bnf.fr/ark:/12148/cb357352192","88-202-1090-8"
"http://data.bnf.fr/ark:/12148/cb40060641z#about","L'ABCdaire de Klimt","Paris : Flammarion , DL 2005","2005","https://catalogue.bnf.fr/ark:/12148/cb40060641z","2-08-011442-5"
"http://data.bnf.fr/ark:/12148/cb369561653#about","Gustav Klimt","Londres ; Paris : Thames & Hudson , 1991","1991","https://catalogue.bnf.fr/ark:/12148/cb369561653","2-87811-034-X"
"http://data.bnf.fr/ark:/12148/cb43818271g#about","Klimt : alle origini di un mito, [mostra, Milan, Palazzo reale, 12.03-13.07, 2014]","Milano : 24 ore cultura , impr. 2014","2014","https://catalogue.bnf.fr/ark:/12148/cb43818271g","8866481939"
"http://data.bnf.fr/ark:/12148/cb43818271g#about","Klimt : alle origini di un mito, [mostra, Milan, Palazzo reale, 12.03-13.07, 2014]","Milano : 24 ore cultura , impr. 2014","2014","https://catalogue.bnf.fr/ark:/12148/cb43818271g","9788866481935"
"http://data.bnf.fr/ark:/12148/cb42773543s#about","Gustav Klimt : tout l'oeuvre peint","Köln ; [Paris] : Taschen , cop. 2012","2012","https://catalogue.bnf.fr/ark:/12148/cb42773543s","9783836527965"
"http://data.bnf.fr/ark:/12148/cb42196477x#about","Klimt","Paris : Gründ , DL 2010","2010","https://catalogue.bnf.fr/ark:/12148/cb42196477x","978-2-7000-2868-3"
"http://data.bnf.fr/ark:/12148/cb465183918#about","Say it with flowers! : Viennese flower painting from Waldmüller to Klimt, [exhibition Orangerie of the Lower Belvedere, Vienna, June 22 - September 30, 2018]","Vienna : Belvedere , 2018","2018","https://catalogue.bnf.fr/ark:/12148/cb465183918","9783791357928"
"http://data.bnf.fr/ark:/12148/cb465183918#about","Say it with flowers! : Viennese flower painting from Waldmüller to Klimt, [exhibition Orangerie of the Lower Belvedere, Vienna, June 22 - September 30, 2018]","Vienna : Belvedere , 2018","2018","https://catalogue.bnf.fr/ark:/12148/cb465183918","9783903114609"
"http://data.bnf.fr/ark:/12148/cb465183918#about","Say it with flowers! : Viennese flower painting from Waldmüller to Klimt, [exhibition Orangerie of the Lower Belvedere, Vienna, June 22 - September 30, 2018]","Vienna : Belvedere , 2018","2018","https://catalogue.bnf.fr/ark:/12148/cb465183918","9783903114616"
"http://data.bnf.fr/ark:/12148/cb45643020c#about","Faszination Japan : Monet, Van Gogh, Klimt, [Ausstellung, Bank Austria Kunstforum Wien, 10. Oktober 2018 bis 20. Januar 2019]","[Heidelberg] : Kehrer","2018","https://catalogue.bnf.fr/ark:/12148/cb45643020c","3-86828-882-1"
"http://data.bnf.fr/ark:/12148/cb45643020c#about","Faszination Japan : Monet, Van Gogh, Klimt, [Ausstellung, Bank Austria Kunstforum Wien, 10. Oktober 2018 bis 20. Januar 2019]","[Heidelberg] : Kehrer","2018","https://catalogue.bnf.fr/ark:/12148/cb45643020c","978-3-86828-882-7"
"http://data.bnf.fr/ark:/12148/cb46560696x#about","Koloman Moser : Universalkünstler zwischen Gustav Klimt und Josef Hoffmann, [Austellung, MAK, Wien 12/19 2018- 04/22 2019 ; Museum Villa Stuck, München, 09/23-09/15 2019]","Basel : Birkhauser ; Wien : MAK , 2019","2019","https://catalogue.bnf.fr/ark:/12148/cb46560696x","3035618496"
"http://data.bnf.fr/ark:/12148/cb46560696x#about","Koloman Moser : Universalkünstler zwischen Gustav Klimt und Josef Hoffmann, [Austellung, MAK, Wien 12/19 2018- 04/22 2019 ; Museum Villa Stuck, München, 09/23-09/15 2019]","Basel : Birkhauser ; Wien : MAK , 2019","2019","https://catalogue.bnf.fr/ark:/12148/cb46560696x","9783035618495"
"http://data.bnf.fr/ark:/12148/cb44383543k#about","Klimt et Vienne, un siècle d'or et de couleurs : Gustav Klimt, Egon Schiele, Fritz Hundertwasser, spectacle original de Gianfranco Iannuzzi, Renatto Gatto, Massimiliano Siccardi","[Ferney-Voltaire] : Éditions Érick Venturelli photographies , 2014","2014","https://catalogue.bnf.fr/ark:/12148/cb44383543k","978-2-9553006-1-9"
"http://data.bnf.fr/ark:/12148/cb442786023#about","Klimt : up close and personal, paintings, letters, insights","Wien : Brandstätter , cop. 2012","2012","https://catalogue.bnf.fr/ark:/12148/cb442786023","3850336298"
"http://data.bnf.fr/ark:/12148/cb442786023#about","Klimt : up close and personal, paintings, letters, insights","Wien : Brandstätter , cop. 2012","2012","https://catalogue.bnf.fr/ark:/12148/cb442786023","9783850336291"
"http://data.bnf.fr/ark:/12148/cb38981493v#about","Klimt","Paris : Gründ , 2003","2003","https://catalogue.bnf.fr/ark:/12148/cb38981493v","2-7000-1273-9"
"http://data.bnf.fr/ark:/12148/cb349958342#about","Gustav Klimt : das Skizzenbuch aus dem Besitz von Sonja Knips","Wien : Ed. Tusch , 1987","1987","https://catalogue.bnf.fr/ark:/12148/cb349958342","3-85063-176-1"
"http://data.bnf.fr/ark:/12148/cb38951657x#about","Klimt und die Frauen : [Ausstellung, Österreichische Galerie Belvedere, Wien, 20. September 2000 bis 7. Januar 2001]","[Köln] : DuMont , 2002","2002","https://catalogue.bnf.fr/ark:/12148/cb38951657x","3-8321-7271-8"
"http://data.bnf.fr/ark:/12148/cb414261113#about","Gustav Klimt","[Paris] : Chêne , DL 2008","2008","https://catalogue.bnf.fr/ark:/12148/cb414261113","978-2-84277-875-0"
"http://data.bnf.fr/ark:/12148/cb40057510w#about","Gustav Klimt : dessins et aquarelles","Paris : Hazan , DL 2005","2005","https://catalogue.bnf.fr/ark:/12148/cb40057510w","2-7541-0040-7"
"http://data.bnf.fr/ark:/12148/cb357040665#about","Gustav Klimt : monographie illustrée","Paris : PML éd. , 1994","1994","https://catalogue.bnf.fr/ark:/12148/cb357040665","2-87628-862-1"
"http://data.bnf.fr/ark:/12148/cb348329404#about","Gustav Klimt 3","Salzburg : Galerie Welz , cop. 1984","1984","https://catalogue.bnf.fr/ark:/12148/cb348329404","3-85349-106-5"
"http://data.bnf.fr/ark:/12148/cb34766188b#about","Klimt",": Éditions de Vergennes : [puis] Editions de Vergeures , 1982","1982","https://catalogue.bnf.fr/ark:/12148/cb34766188b","2-7309-0523-5"
"http://data.bnf.fr/ark:/12148/cb422611016#about","Femme ""cent têtes"" : fantasmes de femmes au miroir de la peinture, de Botticelli à Rubens, de Moreau à Klimt, de Delvaux à Balthus","Nice : l'Épiscope , 2010","2010","https://catalogue.bnf.fr/ark:/12148/cb422611016","978-2-9527642-2-3"
"http://data.bnf.fr/ark:/12148/cb43812128m#about","L'ossessione nordica : Böcklin, Klimt, Munch e la pittura italiana, [mostra, Rovigo, Palazzo Roverella, 22 febbraio-22 giugno 2014]","Venezia : Marsilio , 2014","2014","https://catalogue.bnf.fr/ark:/12148/cb43812128m","8831717847"
"http://data.bnf.fr/ark:/12148/cb43812128m#about","L'ossessione nordica : Böcklin, Klimt, Munch e la pittura italiana, [mostra, Rovigo, Palazzo Roverella, 22 febbraio-22 giugno 2014]","Venezia : Marsilio , 2014","2014","https://catalogue.bnf.fr/ark:/12148/cb43812128m","9788831717847"
"http://data.bnf.fr/ark:/12148/cb35698327r#about","Klimt","[Paris] : Flammarion , 1993","1993","https://catalogue.bnf.fr/ark:/12148/cb35698327r","2-08-010056-4"
"http://data.bnf.fr/ark:/12148/cb35698327r#about","Klimt","[Paris] : Flammarion , 1993","1993","https://catalogue.bnf.fr/ark:/12148/cb35698327r","978-2-08122985-3"
"http://data.bnf.fr/ark:/12148/cb40052294q#about","Vienne 1900 : Klimt, Schiele, Moser, Kokoschka, album de l'exposition, [Paris], Galeries nationales du Grand Palais, 3 octobre 2005-23 janvier 2006","Paris : Réunion des musées nationaux , impr. 2005","2005","https://catalogue.bnf.fr/ark:/12148/cb40052294q","2-7118-5056-0"
"http://data.bnf.fr/ark:/12148/cb46608996m#about","Gustav Klimt : d'or et de couleurs, [exposition, Bordeaux, Bassins de lumières, 10 juin-30 mai 2020]","Paris : Hazan , DL 2020","2020","https://catalogue.bnf.fr/ark:/12148/cb46608996m","9782754111799"
"http://data.bnf.fr/ark:/12148/cb352112728#about","Klimt","[Paris] : Chêne , 1990","1990","https://catalogue.bnf.fr/ark:/12148/cb352112728","2-85108-656-1"
"http://data.bnf.fr/ark:/12148/cb39048556c#about","Gustav Klimt, 1862-1918 : le monde à l'apparence féminine","Köln ; London ; Paris [etc.] : Taschen , cop. 2003","2003","https://catalogue.bnf.fr/ark:/12148/cb39048556c","3-8228-2918-8"
"http://data.bnf.fr/ark:/12148/cb39048556c#about","Gustav Klimt, 1862-1918 : le monde à l'apparence féminine","Köln ; London ; Paris [etc.] : Taschen , cop. 2003","2003","https://catalogue.bnf.fr/ark:/12148/cb39048556c","3-8228-5015-2"
